id,className,classId,dimData
137,Iris-virginica,3,"1,0.818,0.841,0.92"
138,Iris-virginica,3,"0.684,0.795,0.855,0.92"
139,Iris-virginica,3,"0.684,0.864,0.855,0.92"
140,Iris-virginica,3,"0.62,0.773,0.87,0.92"
141,Iris-virginica,3,"0.62,0.955,0.87,0.92"
142,Iris-virginica,3,"0.646,0.773,0.884,0.92"
143,Iris-virginica,3,"0.848,0.864,0.884,0.92"
144,Iris-virginica,3,"0.658,1,0.884,0.92"
145,Iris-virginica,3,"0.633,0.773,0.913,0.96"
146,Iris-virginica,3,"0.975,0.773,0.928,0.96"
147,Iris-virginica,3,"0.582,0.818,0.957,0.96"
148,Iris-virginica,3,"0.608,0.795,0.971,1"
149,Iris-virginica,3,"0.633,0.841,0.971,1"
150,Iris-virginica,3,"0.873,0.864,1,1"
