id,className,classId,dimData
1,iris,1,"0.55725,0.541075,0.273617,0.980588"
1,iris,1,"0.249777,0.271616,0.198728,0.0102321"
1,iris,1,"0.727939,0.541561,0.401066,0.957605"
1,iris,1,"0.44234,0.425566,0.139206,0.994937"
1,iris,1,"0.512834,0.469375,0.517668,0.0726735"
1,iris,1,"0.310358,0.757412,0.999465,0.516697"
1,iris,1,"0.477172,0.496835,0.923023,0.692101"
1,iris,1,"0.556547,0.432013,0.913901,0.297317"
1,iris,1,"0.258904,0.426073,0.272644,0.980727"
1,iris,1,"0.500673,0.496381,0.371602,0.0362053"
1,iris,1,"0.747046,0.74066,0.128485,0.00432433"
1,iris,1,"0.458206,0.481518,0.706566,0.853361"
1,iris,1,"0.754553,0.717915,0.217324,0.0122286"
1,iris,1,"0.502359,0.295407,0.763154,0.17733"
1,iris,1,"0.193245,0.72701,0.904387,0.713054"
1,iris,1,"0.73401,0.557342,0.439672,0.948641"
1,iris,1,"0.529292,0.676418,0.627613,0.111213"
1,iris,1,"0.347072,0.541383,0.794627,0.803129"
1,iris,1,"0.563929,0.579979,0.624592,0.11"
1,iris,1,"0.776874,0.263243,0.977755,0.604763"
1,iris,1,"0.755545,0.646609,0.129698,0.995594"
1,iris,1,"0.581966,0.254193,0.958746,0.358051"
1,iris,1,"0.643349,0.454721,0.934744,0.677414"
1,iris,1,"0.617236,0.967637,0.706865,0.146787"
1,iris,1,"0.0543016,0.632584,0.694352,0.859352"
1,iris,1,"0.502613,0.488147,0.272068,0.980809"
1,iris,1,"0.356918,0.756176,0.999581,0.514866"
1,iris,1,"0.626885,0.442123,0.954872,0.648312"
1,iris,1,"0.543854,0.524703,0.647839,0.880413"
1,iris,1,"0.707693,0.508164,0.627139,0.888977"
1,iris,1,"0.261249,0.432424,0.230196,0.98628"
1,iris,1,"0.365919,0.756413,0.999823,0.489974"
1,iris,1,"0.608533,0.422083,0.995638,0.546701"
1,iris,1,"0.720094,0.531684,0.513528,0.928572"
1,iris,1,"0.616792,0.965583,0.706865,0.146787"
1,iris,1,"0.557565,0.576367,0.243231,0.98468"
1,iris,1,"0.563321,0.545188,0.359394,0.966198"
1,iris,1,"0.280099,0.47812,0.46157,0.943104"
1,iris,1,"0.496744,0.501666,0.968111,0.374891"
1,iris,1,"0.507817,0.504049,0.992396,0.438459"
1,iris,1,"0.79911,0.269499,0.945721,0.662269"
1,iris,1,"0.067634,0.644769,0.74926,0.830692"
1,iris,1,"0.509565,0.50121,0.110835,0.00323857"
1,iris,1,"0.533545,0.674332,0.619291,0.107895"
1,iris,1,"0.44668,0.463111,0.397108,0.958469"
1,iris,1,"0.690282,0.879844,0.511985,0.0709656"
1,iris,1,"0.388883,0.0310276,0.686981,0.137129"
1,iris,1,"0.666165,0.463823,0.828341,0.779719"
1,iris,1,"0.638342,0.944193,0.752223,0.170989"
1,iris,1,"0.432187,0.741537,0.939621,0.329126"
1,iris,1,"0.915489,0.341455,0.763572,0.822423"
1,iris,1,"0.503112,0.492856,0,1"
1,iris,1,"0.745235,0.589811,0.206272,0.988979"
1,iris,1,"0.244336,0.36272,0.141795,0.994751"
1,iris,1,"0.0570713,0.639338,0.738782,0.836521"
1,iris,1,"0.562389,0.561425,0.35084,0.0321705"
1,iris,1,"0.716821,0.520881,0.518963,0.926932"
1,iris,1,"0.417712,0.74747,0.95909,0.358632"
1,iris,1,"0.563538,0.582018,0.624592,0.11"
1,iris,1,"0.534312,0.449717,0.875086,0.25836"
1,iris,1,"0.523511,0.68162,0.686591,0.136945"
1,iris,1,"0.500537,0.499754,0.207127,0.011111"
1,iris,1,"0.729417,0.53907,0.511193,0.929269"
1,iris,1,"0.260418,0.426865,0.272644,0.980727"
1,iris,1,"0.391801,0.0334992,0.686981,0.137129"
1,iris,1,"0.749335,0.745648,0.165766,0.00714127"
1,iris,1,"0.622063,0.246918,0.988946,0.4259"
1,iris,1,"0.529012,0.5092,0.62006,0.8918"
1,iris,1,"0.475236,0.546485,0.841089,0.229932"
1,iris,1,"0.62425,0.44308,0.959549,0.640589"
1,iris,1,"0.444881,0.46032,0.29408,0.977542"
1,iris,1,"0.714684,0.841037,0.452939,0.0546722"
1,iris,1,"0.69922,0.498177,0.742391,0.834534"
1,iris,1,"0.526332,0.452357,0.724654,0.155899"
1,iris,1,"0.75684,0.688139,0.178261,0.00824605"
1,iris,1,"0.67058,0.469534,0.757684,0.825869"
1,iris,1,"0.659959,0.458484,0.83613,0.773879"
1,iris,1,"0.563299,0.593194,0.555725,0.91521"
1,iris,1,"0.555471,0.626268,0.341997,0.0305318"
1,iris,1,"0.465226,0.727226,0.89181,0.274115"
1,iris,1,"0.331838,0.536679,0.892212,0.725487"
1,iris,1,"0.438989,0.445673,0.251161,0.983661"
1,iris,1,"0.650629,0.455483,0.885816,0.731688"
1,iris,1,"0.610473,0.248941,0.987488,0.421204"
1,iris,1,"0.287179,0.169134,0.45519,0.0552466"
1,iris,1,"0.547605,0.526925,0.800349,0.799351"
1,iris,1,"0.547207,0.524342,0.827748,0.780156"
1,iris,1,"0.613551,0.443242,0.989916,0.570799"
1,iris,1,"0.452673,0.561293,0.959743,0.359741"
1,iris,1,"0.70554,0.478719,0.606172,0.89719"
1,iris,1,"0.293714,0.49178,0.589862,0.903275"
1,iris,1,"0.0180848,0.590264,0.600257,0.899426"
1,iris,1,"0.540593,0.270631,0.83945,0.228664"
1,iris,1,"0.58997,0.435944,0.997729,0.466193"
1,iris,1,"0.4998,0.498116,0.345914,0.0312518"
1,iris,1,"0.526013,0.45784,0.777746,0.18614"
1,iris,1,"0.0586257,0.63895,0.738782,0.836521"
1,iris,1,"0.28071,0.184064,0.414529,0.0454073"
1,iris,1,"0.699068,0.243621,0.995563,0.547099"
1,iris,1,"0.445603,0.560226,0.999354,0.481722"
1,iris,1,"0.527482,0.45492,0.698472,0.142645"
1,iris,1,"0.554832,0.590307,0.130061,0.99557"
1,iris,1,"0.50172,0.300609,0.714291,0.150534"
1,iris,1,"0.625489,0.957911,0.741378,0.164905"
1,iris,1,"0.725291,0.539843,0.678825,0.86668"
1,iris,1,"0.898306,0.324179,0.794528,0.803194"
1,iris,1,"0.111229,0.680645,0.837265,0.773013"
1,iris,1,"0.753769,0.643864,0.0525297,0.99923"
1,iris,1,"0.298151,0.756104,0.971796,0.617773"
1,iris,1,"0.283304,0.475282,0.46157,0.943104"
1,iris,1,"0.758426,0.66136,0.0894033,0.997866"
1,iris,1,"0.510635,0.501629,0.991154,0.566339"
1,iris,1,"0.500087,0.704287,0.751391,0.170515"
1,iris,1,"0.529993,0.50974,0.999922,0.507131"
1,iris,1,"0.562868,0.569923,0.289439,0.978254"
1,iris,1,"0.529662,0.508808,0.74282,0.834296"
1,iris,1,"0.334718,0.539709,0.879358,0.737742"
1,iris,1,"0.27988,0.755908,0.987451,0.578912"
1,iris,1,"0.497362,0.298328,0.654442,0.122417"
1,iris,1,"0.0809313,0.658932,0.750306,0.8301"
1,iris,1,"0.47842,0.552114,0.311873,0.9747"
1,iris,1,"0.49919,0.498811,0.207127,0.011111"
1,iris,1,"0.595275,0.253408,0.961467,0.362715"
1,iris,1,"0.575349,1,0.769277,0.180977"
1,iris,1,"0.500378,0.49989,0.207127,0.011111"
1,iris,1,"0.550718,0.267003,0.905187,0.287794"
1,iris,1,"0.752279,0.615613,0.211477,0.988418"
1,iris,1,"0.0323045,0.610823,0.625058,0.889812"
1,iris,1,"0.662908,0.914753,0.656393,0.123263"
1,iris,1,"0.73699,0.249764,0.97257,0.616169"
1,iris,1,"0.523824,0.505132,0.997134,0.462075"
1,iris,1,"0.746177,0.585331,0.212747,0.988279"
1,iris,1,"0.545194,0.525661,0.647839,0.880413"
1,iris,1,"0.681016,0.889123,0.525136,0.0749569"
1,iris,1,"0.243768,0.323056,0.0489748,0.999325"
1,iris,1,"0.357601,0.756346,0.999816,0.489802"
1,iris,1,"0.515847,0.503566,0.999584,0.514806"
1,iris,1,"0.512655,0.694087,0.730208,0.158841"
1,iris,1,"0.542353,0.271496,0.83945,0.228664"
1,iris,1,"0.439756,0.562936,0.98764,0.421679"
1,iris,1,"0.944258,0.367131,0.730294,0.841112"
1,iris,1,"0.379758,0.754977,0.99004,0.429634"
1,iris,1,"0.0279139,0.605046,0.627638,0.888776"
1,iris,1,"0.494198,0.503029,0.992146,0.562537"
1,iris,1,"0.742571,0.580548,0.20793,0.988802"
1,iris,1,"0.56911,0.260238,0.942913,0.333707"
1,iris,1,"0.961513,0.381165,0.711902,0.850678"
1,iris,1,"0.261679,0.441324,0.246745,0.984233"
1,iris,1,"0.312404,0.513406,0.6206,0.891587"
1,iris,1,"0.554874,0.53808,0.359095,0.966256"
1,iris,1,"0.466924,0.487238,0.762608,0.822991"
1,iris,1,"0.924066,0.349397,0.732374,0.839998"
1,iris,1,"0.450042,0.472721,0.411103,0.95537"
1,iris,1,"0.22158,0.741631,0.958883,0.641717"
1,iris,1,"0.489358,0.535378,0.517227,0.0725401"
1,iris,1,"0.520854,0.504083,0.947663,0.65942"
1,iris,1,"0.0823774,0.65807,0.750306,0.8301"
1,iris,1,"0.380095,0.575789,0.991054,0.566712"
1,iris,1,"0.543299,0.446336,0.999611,0.485645"
1,iris,1,"0.0341694,0.609602,0.625058,0.889812"
1,iris,1,"0.759071,0.656098,0.129698,0.995594"
1,iris,1,"0.755795,0.64137,0.0525297,0.99923"
1,iris,1,"0.511655,0.469839,0.517668,0.0726735"
1,iris,1,"0.314463,0.121104,0.546803,0.0818397"
1,iris,1,"0.501877,0.488709,0.272068,0.980809"
1,iris,1,"0.212386,0.735603,0.944284,0.664341"
1,iris,1,"0.6483,0.454376,0.914889,0.701568"
1,iris,1,"0.715293,0.51674,0.519034,0.926911"
1,iris,1,"0.517578,0.505357,0.942327,0.667118"
1,iris,1,"0.510802,0.291347,0.828926,0.220713"
1,iris,1,"0.734606,0.24961,0.97257,0.616169"
1,iris,1,"0.445913,0.463229,0.397108,0.958469"
1,iris,1,"0.746927,0.584822,0.212747,0.988279"
1,iris,1,"0.25409,0.411364,0.485235,0.936736"
1,iris,1,"0.254052,0.255563,0.216972,0.012189"
1,iris,1,"0.487303,0.498008,0.976282,0.608133"
1,iris,1,"0.710788,0.511853,0.613355,0.894426"
1,iris,1,"0.574884,0.258618,0.951419,0.346256"
1,iris,1,"0.490731,0.534175,0.519312,0.0731725"
1,iris,1,"0.503718,0.478889,0.426226,0.0481226"
1,iris,1,"0.562639,0.565297,0.000701686,0"
1,iris,1,"0.739975,0.77152,0.277324,0.0199449"
1,iris,1,"0.755483,0.704696,0.173003,0.00777125"
1,iris,1,"0.366748,0.552606,0.905919,0.711425"
1,iris,1,"0.552415,0.531754,0.607764,0.896582"
1,iris,1,"0.500266,0.491068,0.0674078,0.998762"
1,iris,1,"0.551459,0.528007,0.715821,0.848682"
1,iris,1,"0.660666,0.918985,0.636069,0.114659"
1,iris,1,"0.282004,0.742111,0.987451,0.578912"
1,iris,1,"0.699744,0.499992,0.742391,0.834534"
1,iris,1,"0.434139,0.41474,0.00629113,0.99998"
1,iris,1,"0.798135,0.261126,0.945721,0.662269"
1,iris,1,"0.272903,0.20052,0.386547,0.0392754"
1,iris,1,"0.546843,0.446073,0.997445,0.464167"
1,iris,1,"0.460131,0.481476,0.653273,0.878087"
1,iris,1,"0.685608,0.502477,0.590595,0.903007"
1,iris,1,"0.44233,0.386221,0.322696,0.0271174"
1,iris,1,"0.0111239,0.583909,0.600257,0.899426"
1,iris,1,"0.526369,0.505763,0.912984,0.703709"
1,iris,1,"0.498749,0.514484,0.212622,0.0117063"
1,iris,1,"0.0257108,0.600627,0.594905,0.901421"
1,iris,1,"0.0620522,0.640611,0.746506,0.832242"
1,iris,1,"0.539753,0.656667,0.523295,0.07439"
1,iris,1,"0.769171,0.255616,0.982242,0.593721"
1,iris,1,"0.563891,0.597831,0.0215886,0.000149231"
1,iris,1,"0.460663,0.480849,0.653273,0.878087"
1,iris,1,"0.519596,0.460404,0.79348,0.196121"
1,iris,1,"0.628827,0.247977,0.987124,0.420074"
1,iris,1,"0.486845,0.538849,0.964742,0.368566"
1,iris,1,"0.452568,0.471099,0.609376,0.895963"
1,iris,1,"0.293777,0.153339,0.506107,0.0692258"
1,iris,1,"0.560321,0.615628,0.336929,0.0296139"
1,iris,1,"0.59072,0.987719,0.769277,0.180977"
1,iris,1,"0.654216,0.457342,0.902838,0.714685"
1,iris,1,"0.521377,0.505873,0.837488,0.772843"
1,iris,1,"0.753009,0.254411,0.96824,0.624859"
1,iris,1,"0.478,0.54481,0.866089,0.250409"
1,iris,1,"0.554966,0.630547,0.240238,0.0149433"
1,iris,1,"0.479548,0.550097,0.0104185,0.999956"
1,iris,1,"0.257912,0.233078,0.267814,0.0185897"
1,iris,1,"0.331209,0.533902,0.892212,0.725487"
1,iris,1,"0.194915,0.731343,0.919732,0.695996"
1,iris,1,"0.535417,0.666199,0.478537,0.0614191"
1,iris,1,"0.228359,0.740059,0.959543,0.640599"
1,iris,1,"0.529547,0.616108,0.996692,0.540716"
1,iris,1,"0.504273,0.501411,0.757313,0.826084"
1,iris,1,"0.459475,0.349672,0.57596,0.0917354"
1,iris,1,"0.446763,0.378982,0.304856,0.0241562"
1,iris,1,"0.283692,0.470134,0.566127,0.911685"
1,iris,1,"0.498939,0.500966,0.971526,0.381672"
1,iris,1,"0.609574,0.441019,0.983112,0.591421"
1,iris,1,"0.613445,0.969479,0.74672,0.167877"
1,iris,1,"0.751982,0.724002,0.217324,0.0122286"
1,iris,1,"0.368119,0.755474,0.987897,0.422492"
1,iris,1,"0.520774,0.458606,0.900645,0.28303"
1,iris,1,"0.437272,0.438963,0.158084,0.993496"
1,iris,1,"0.450594,0.733819,0.881329,0.264083"
1,iris,1,"0.515832,0.463161,0.569482,0.0894719"
1,iris,1,"0.378131,0.756062,0.99004,0.429634"
1,iris,1,"0.563836,0.568394,0.16291,0.993099"
1,iris,1,"0.725156,0.535555,0.615156,0.893726"
1,iris,1,"0.5194,0.462768,0.740797,0.164584"
1,iris,1,"0.590506,0.436423,0.997729,0.466193"
1,iris,1,"0.382659,0.548347,0.940791,0.669261"
1,iris,1,"0.247201,0.291726,0.163988,0.00699066"
1,iris,1,"0.0395882,0.61783,0.674447,0.868691"
1,iris,1,"0.765837,0.287996,0.898596,0.719077"
1,iris,1,"0.748943,0.620311,0.153969,0.993826"
1,iris,1,"0.610278,0.247333,0.987488,0.421204"
1,iris,1,"0.529241,0.509093,0.74282,0.834296"
1,iris,1,"0.509572,0.47338,0.552264,0.0836368"
1,iris,1,"0.702322,0.246491,0.994914,0.5504"
1,iris,1,"0.416412,0.567496,0.993566,0.443359"
1,iris,1,"0.437708,0.563554,0.998181,0.530297"
1,iris,1,"0.546466,0.524659,0.647839,0.880413"
1,iris,1,"0.523573,0.282846,0.859563,0.244847"
1,iris,1,"0.478509,0.49186,0.923023,0.692101"
1,iris,1,"0.17737,0.721059,0.905156,0.712238"
1,iris,1,"0.545553,0.528871,0.800349,0.799351"
1,iris,1,"0.493251,0.497826,0.946389,0.661295"
1,iris,1,"0.66232,0.243447,0.999956,0.505851"
1,iris,1,"0.626813,0.244154,0.987124,0.420074"
1,iris,1,"0.314471,0.758521,0.999465,0.516697"
1,iris,1,"0.750436,0.744976,0.165766,0.00714127"
1,iris,1,"0.345883,0.542276,0.794627,0.803129"
1,iris,1,"0.437177,0.413993,0.157014,0.993583"
1,iris,1,"0.446613,0.561393,1,0.503479"
1,iris,1,"0.559884,0.567427,0.16291,0.993099"
1,iris,1,"0.523257,0.506527,0.997134,0.462075"
1,iris,1,"0.244791,0.360515,0.141795,0.994751"
1,iris,1,"0.308224,0.759197,0.999465,0.516697"
1,iris,1,"0.399981,0.569611,0.982874,0.592056"
1,iris,1,"0.516687,0.504321,0.874297,0.74235"
1,iris,1,"0.484289,0.538899,0.993748,0.55584"
1,iris,1,"0.176292,0.718614,0.905156,0.712238"
1,iris,1,"0.727771,0.809725,0.403672,0.0429679"
1,iris,1,"0.391985,0.0298422,0.686981,0.137129"
1,iris,1,"0.394229,0.562268,0.959852,0.640071"
1,iris,1,"0.734416,0.552507,0.398882,0.958083"
1,iris,1,"0.498117,0.514117,0.264099,0.018074"
1,iris,1,"0.915749,0.3384,0.763572,0.822423"
1,iris,1,"0.650751,0.242912,0.997183,0.462393"
1,iris,1,"0.707364,0.851248,0.54336,0.0807199"
1,iris,1,"0.279729,0.448226,0.488947,0.935699"
1,iris,1,"0.755089,0.623911,0.153969,0.993826"
1,iris,1,"0.704604,0.858573,0.54336,0.0807199"
1,iris,1,"0.496279,0.500274,0.968111,0.374891"
1,iris,1,"0.318789,0.520304,0.706675,0.853306"
1,iris,1,"0.350356,0.75637,0.999836,0.490314"
1,iris,1,"0.564398,0.564593,0.0322429,0.99969"
1,iris,1,"0.28871,0.486332,0.55852,0.914272"
1,iris,1,"0.443514,0.455017,0.292761,0.977746"
1,iris,1,"0.523406,0.459528,0.821683,0.215426"
1,iris,1,"0.44515,0.368268,0.286999,0.0213757"
1,iris,1,"0.269408,0.449698,0.507567,0.930343"
1,iris,1,"0.562895,0.600923,0.0814724,0.00178156"
1,iris,1,"0.899588,0.328721,0.794528,0.803194"
1,iris,1,"0.491985,0.496956,0.958058,0.643099"
1,iris,1,"0.680809,0.477842,0.756664,0.82646"
1,iris,1,"0.476045,0.31939,0.654372,0.122387"
1,iris,1,"0.25988,0.239077,0.246676,0.0157573"
1,iris,1,"0.455964,0.4773,0.501282,0.932181"
1,iris,1,"0.353963,0.0709942,0.680886,0.134274"
1,iris,1,"0.596308,0.437533,0.985867,0.583702"
1,iris,1,"0.800521,0.270827,0.945721,0.662269"
1,iris,1,"0.189828,0.72643,0.904387,0.713054"
1,iris,1,"0.590957,0.438857,0.990627,0.568276"
1,iris,1,"0.563389,0.560158,0.35084,0.0321705"
1,iris,1,"0.534816,0.512305,0.84316,0.768452"
1,iris,1,"0.442333,0.440643,0.232414,0.986014"
1,iris,1,"0.754902,0.256414,0.96824,0.624859"
1,iris,1,"0.510104,0.497478,0.82702,0.780691"
1,iris,1,"0.751788,0.725474,0.166032,0.00716393"
1,iris,1,"0.501831,0.513602,0.289598,0.0217691"
1,iris,1,"0.472572,0.494736,0.810129,0.792717"
1,iris,1,"0.740911,0.56369,0.389711,0.960055"
1,iris,1,"0.576512,0.581435,0.782567,0.810856"
1,iris,1,"0.406672,0.746665,0.963436,0.366199"
1,iris,1,"0.913595,0.33852,0.763572,0.822423"
1,iris,1,"0.479513,0.316241,0.719995,0.153467"
